Date, Well
1982-06-21,4603.374477651904
1982-06-22,4804.720431523902
1982-06-23,5298.388051231068
1982-06-24,4580.966201290477
1982-06-25,4968.833811035928
1982-06-26,5271.205814925023
1982-06-27,4870.740041853765
1982-06-28,5004.699771920609
1982-06-29,5384.290037499913
1982-06-30,5274.879398560642
1982-07-01,5138.78214888871
1982-07-02,4785.395770987962
1982-07-03,5060.143951756255
1982-07-04,4842.457937848963
1982-07-05,4681.183092458551
1982-07-06,7345.191086138377
1982-07-07,7576.761876229742
1982-07-08,7730.150642655883
1982-07-09,7596.516280579749
1982-07-10,7820.786443361869
1982-07-11,7542.287206262043
1982-07-12,7332.882359989331
1982-07-13,7383.105833426435
1982-07-14,7740.687223807343
1982-07-15,7175.6382747318785
1982-07-16,7512.036719748885
1982-07-17,7264.912571452101
1982-07-18,7813.814401731112
1982-07-19,7104.001556458618
1982-07-20,7562.650541886649
1982-07-21,7557.711558320853
1982-07-22,7199.2683557472
1982-07-23,7536.329066990102
1982-07-24,7379.820767289851
1982-07-25,7249.582192422122
1982-07-26,7583.7548215021025
1982-07-27,7866.220706642363
1982-07-28,7470.171005934988
1982-07-29,7147.442141124193
1982-07-30,7305.631207148067
1982-07-31,7220.841152453124
1982-08-01,7244.170854942222
1982-08-02,7532.830892082483
1982-08-03,7826.417191216529
1982-08-04,7824.399527490355
1982-08-05,7559.741399047495
1982-08-06,7612.126091483622
1982-08-07,7405.413213452195
1982-08-08,7190.549618745098
1982-08-09,7365.728000699526
1982-08-10,7215.244691877426
1982-08-11,7358.583994632766
1982-08-12,7589.6634836890635
1982-08-13,7358.282229027576
1982-08-14,7852.594352190835
1982-08-15,7694.4627520211625
1982-08-16,7285.573838569773
1982-08-17,7748.139589918271
1982-08-18,7229.8705567939105
1982-08-19,7546.817244643558
1982-08-20,7510.761839585534
1982-08-21,7197.552473251046
1982-08-22,7837.478571196322
1982-08-23,7379.61401815739
1982-08-24,7114.830290471326
1982-08-25,7771.057889957643
1982-08-26,7791.734763172336
1982-08-27,7774.356905296263
1982-08-28,7111.276237322123
1982-08-29,7090.829798091564
1982-08-30,7588.155495355251
1982-08-31,7733.947271933198
1982-09-01,7882.750269224583
1982-09-02,7818.408359673907
1982-09-03,7295.7085607394765
1982-09-04,7752.54162844709
1982-09-05,6947.383823571173
1982-09-06,6814.454144978229
1982-09-07,6924.500256728152
1982-09-08,7092.89815453967
1982-09-09,7615.736603541191
1982-09-10,6822.505011122733
1982-09-11,7027.150456657952
1982-09-12,6840.360210871033
1982-09-13,7042.1284363144
1982-09-14,7048.35250025256
1982-09-15,7081.495332199106
1982-09-16,6976.761366035676
1982-09-17,6852.11234978744
1982-09-18,7433.202624030789
1982-09-19,7594.010464213145
1982-09-20,7083.361909512333
1982-09-21,6848.12618807896
1982-09-22,7446.905602530739
1982-09-23,7408.330049122265
1982-09-24,6904.481157671087
1982-09-25,6913.244873917154
1982-09-26,7212.362254062093
1982-09-27,6950.975200395369
1982-09-28,7631.483623121353
1982-09-29,6991.435900864649
1982-09-30,7498.401667369995
1982-10-01,7074.784435347137
1982-10-02,6997.564872092879
1982-10-03,7090.395751146538
1982-10-04,6950.740165665932
1982-10-05,7378.970904069837
1982-10-06,6834.292766566247
1982-10-07,6811.724796596908
1982-10-08,6852.7714711894405
1982-10-09,6899.751643192796
1982-10-10,7249.193833412375
1982-10-11,6982.718884104932
1982-10-12,6872.352360452329
1982-10-13,6701.689801584021
1982-10-14,7005.303743208259
1982-10-15,6837.953715042561
1982-10-16,7196.944563645565
1982-10-17,7198.184410406593
1982-10-18,6691.331986173937
1982-10-19,7049.4431850660685
1982-10-20,7349.67227846733
1982-10-21,6954.698734893266
1982-10-22,6744.1241640766375
1982-10-23,7378.14983933503
1982-10-24,6901.588788228517
1982-10-25,7401.377121890846
1982-10-26,7162.04372021169
1982-10-27,7266.538874350017
1982-10-28,6709.675956433025
1982-10-29,7281.999620516222
1982-10-30,7042.768237761935
1982-10-31,7255.918443977479
1982-11-01,7166.970375962059
1982-11-02,7021.165590527805
1982-11-03,7451.772169733985
1982-11-04,7300.9796152512945
1982-11-05,6543.798150288723
1982-11-06,6631.056172209912
1982-11-07,7208.573482209519
1982-11-08,6865.760460882928
1982-11-09,6833.80604334933
1982-11-10,7005.22695880126
1982-11-11,6864.971674461561
1982-11-12,6685.866883721535
1982-11-13,6811.603368384486
1982-11-14,7018.779992156641
1982-11-15,6654.921007864071
1982-11-16,7053.4497624117985
1982-11-17,6572.83496435947
1982-11-18,6683.902575682994
1982-11-19,7033.8146260539315
1982-11-20,6618.4764119297415
1982-11-21,7024.961729506352
1982-11-22,7115.0486303679945
1982-11-23,7350.744603534241
1982-11-24,6643.666520601525
1982-11-25,6962.30377413674
1982-11-26,6598.57910271642
1982-11-27,7114.000989253192
1982-11-28,6705.7582869702655
1982-11-29,6811.258548253866
1982-11-30,7092.718235703544
1982-12-01,6709.078328017489
1982-12-02,6789.97574115386
1982-12-03,7299.078049764171
1982-12-04,7318.391388549616
1982-12-05,7248.421814377508
1982-12-06,7403.8261829427
1982-12-07,7146.555930309298
1982-12-08,7718.721741851539
1982-12-09,7580.33972947674
1982-12-10,7136.087975881649
1982-12-11,7113.1183389354255
1982-12-12,7496.521224952023
1982-12-13,7834.872202530567
1982-12-14,7349.025037913503
1982-12-15,7094.804739810848
1982-12-16,7205.233658122795
1982-12-17,7568.322217604426
1982-12-18,7728.648242363356
1982-12-19,7144.718301283918
1982-12-20,7067.152850640137
1982-12-21,7731.553119389579
1982-12-22,7291.873416005495
1982-12-23,7789.067653068815
1982-12-24,7778.874177302573
1982-12-25,7676.638308468561
1982-12-26,7234.393923135221
1982-12-27,7451.159072421094
1982-12-28,7613.422974154445
1982-12-29,7078.629684515217
1982-12-30,7499.800374500067
1982-12-31,7770.644279432464
1983-01-01,7074.825818561398
1983-01-02,7780.350606297947
1983-01-03,7725.5603777993165
1983-01-04,7412.49283390316
1983-01-05,7716.707909498292
1983-01-06,7729.917206623839
1983-01-07,7790.144255794052
1983-01-08,7331.703691848426
1983-01-09,7386.185628360963
1983-01-10,7212.959378639537
1983-01-11,7698.478431660409
1983-01-12,7142.500799118924
1983-01-13,7341.053238857134
1983-01-14,7376.223262339539
1983-01-15,7144.605139853261
1983-01-16,7064.543149885057
1983-01-17,7346.794985431476
1983-01-18,7665.420358188692
1983-01-19,7699.439365951527
1983-01-20,7028.809237733518
1983-01-21,7565.502679024855
1983-01-22,7089.61771604712
1983-01-23,7760.466343224395
1983-01-24,7622.875737009834
1983-01-25,7259.351454365514
1983-01-26,7754.812459102702
1983-01-27,7277.82898841781
1983-01-28,7148.799281305831
1983-01-29,7459.750740603876
1983-01-30,7799.887158589787
1983-01-31,7303.534931957159
1983-02-01,7441.238031783585
1983-02-02,7742.620359173354
1983-02-03,7216.23264348805
1983-02-04,7551.214172617472
1983-02-05,7097.729990755047
1983-02-06,7677.73428300288
1983-02-07,7372.24381423223
1983-02-08,7031.414813893437
1983-02-09,6979.734381772673
1983-02-10,7699.717366656316
1983-02-11,7518.4226280238
1983-02-12,7392.845545009319
1983-02-13,7090.376447943484
1983-02-14,7223.466696786725
1983-02-15,7525.620937814107
1983-02-16,6975.278909367786
1983-02-17,6884.75181245412
1983-02-18,6956.203104427016
1983-02-19,7019.824350777733
1983-02-20,7192.211934445514
1983-02-21,7347.094749115724
1983-02-22,7112.133472259318
1983-02-23,7711.323342630285
1983-02-24,7030.498588568452
1983-02-25,7592.321195280848
1983-02-26,6887.803539267539
1983-02-27,7010.563498861578
1983-02-28,7223.279461761831
1983-03-01,6969.010219561723
1983-03-02,7181.679841133721
1983-03-03,7024.3557421385885
1983-03-04,7043.872929877392
1983-03-05,7449.938890294089
1983-03-06,7178.354058166302
1983-03-07,6905.646124091785
1983-03-08,7049.615741607688
1983-03-09,6937.131826512645
1983-03-10,6892.2011601111935
1983-03-11,7213.4416523513255
1983-03-12,6775.549581434365
1983-03-13,7347.484603569862
1983-03-14,7343.373528346271
1983-03-15,7238.3750846943585
1983-03-16,7256.853811141514
1983-03-17,7169.1149398560665
1983-03-18,7329.412629776583
1983-03-19,6922.993065188319
1983-03-20,7136.846706730687
1983-03-21,6719.922973106721
1983-03-22,6972.231643395478
1983-03-23,7106.4069605051545
1983-03-24,7313.013262957959
1983-03-25,7374.490377670981
1983-03-26,7116.1350196067315
1983-03-27,6752.383823567895
1983-03-28,6862.964546284514
1983-03-29,7220.998598299349
1983-03-30,7430.0649710528405
1983-03-31,7029.5000490128805
1983-04-01,7165.214402020361
1983-04-02,7362.990417876715
1983-04-03,6960.216664879784
1983-04-04,7230.0643842996615
1983-04-05,7063.917129825423
1983-04-06,6819.316091299794
1983-04-07,6580.182952394887
1983-04-08,6817.928626648257
1983-04-09,6793.611162651168
1983-04-10,6647.3152897307755
1983-04-11,6481.02548270357
1983-04-12,7106.063268660734
1983-04-13,6826.0086639945575
1983-04-14,7016.808434974031
1983-04-15,6568.215358079467
1983-04-16,7233.8366988015905
1983-04-17,6424.323496192732
1983-04-18,7053.497298196163
1983-04-19,6783.064841542117
1983-04-20,6937.6169651457085
1983-04-21,7155.606293714902
1983-04-22,6709.15043946901
1983-04-23,6727.8428327255915
1983-04-24,6910.18200420539
1983-04-25,7119.077696105535
1983-04-26,7067.904154343831
1983-04-27,7071.354719616373
1983-04-28,6529.766788430765
1983-04-29,7184.021140760545
1983-04-30,6531.492504988585
1983-05-01,6497.148386431334
1983-05-02,7257.504436563636
1983-05-03,7219.139118232552
1983-05-04,6974.465743571742
1983-05-05,6583.978761395697
1983-05-06,6566.255087087754
1983-05-07,6875.741993796327
1983-05-08,6769.079314289204
1983-05-09,7155.052380245787
1983-05-10,7476.34705122658
1983-05-11,6752.703932625093
1983-05-12,7175.638815376711
1983-05-13,6942.816030553943
1983-05-14,7394.131923777187
1983-05-15,7596.731931755346
1983-05-16,7397.255755454955
1983-05-17,7596.756993184559
1983-05-18,7539.805714962244
1983-05-19,7162.396389102972
1983-05-20,6991.156849980092
1983-05-21,6992.216416139223
1983-05-22,7153.732754236799
1983-05-23,6817.124219558636
1983-05-24,7447.108829473758
1983-05-25,7512.31549354967
1983-05-26,7031.401921227742
1983-05-27,7593.583236383515
1983-05-28,7134.072410112488
1983-05-29,7160.307721517855
1983-05-30,7504.030412156148
1983-05-31,7224.363208369038
1983-06-01,7608.604128162191
1983-06-02,7441.3905880654465
1983-06-03,6827.079935790411
1983-06-04,7138.797751084572
1983-06-05,7669.5469564437135
1983-06-06,7351.728216234487
1983-06-07,7550.607555659127
1983-06-08,7861.931096039721
1983-06-09,8114.412629120159
1983-06-10,7759.190968599993
1983-06-11,7613.978085933787
1983-06-12,7743.96967818643
1983-06-13,7877.199466133933
1983-06-14,7381.797073773708
1983-06-15,7705.377100037369
1983-06-16,7887.187791007138
1983-06-17,7514.332839357788
1983-06-18,7799.789263656291
1983-06-19,7482.091070074811
1983-06-20,7485.336977963624
1983-06-21,7396.528417135074
1983-06-22,7657.002084012455
1983-06-23,8044.515258763501
1983-06-24,8114.776177011643
1983-06-25,7468.382490589827
1983-06-26,7502.362741903567
1983-06-27,8085.809786790221
1983-06-28,8025.056433944171
1983-06-29,8062.647361084059
1983-06-30,7484.4136660406375
1983-07-01,7713.498296760759
1983-07-02,7903.491263359688
1983-07-03,8175.79446834096
1983-07-04,7802.050265335647
1983-07-05,7765.725243009636
1983-07-06,7814.226271284426
1983-07-07,7631.0866815642285
1983-07-08,8287.799134398732
1983-07-09,8106.931129671742
1983-07-10,7987.355522412856
1983-07-11,7784.699762078454
1983-07-12,7732.456627109581
1983-07-13,7800.519478952816
1983-07-14,7745.377908531282
1983-07-15,7734.846018219901
1983-07-16,7507.779219553949
1983-07-17,8072.553129400474
1983-07-18,7778.6767718031315
1983-07-19,8281.023525180293
1983-07-20,8305.714026713653
1983-07-21,7812.077745404459
1983-07-22,8308.222962815398
1983-07-23,7912.469044217294
1983-07-24,7977.318419311558
1983-07-25,8031.648286137948
1983-07-26,7531.6256723229435
1983-07-27,7567.357219409695
1983-07-28,7759.165304127687
1983-07-29,8174.079127663468
1983-07-30,7862.937304791247
1983-07-31,7854.707261319785
1983-08-01,8067.7647753722595
1983-08-02,8367.643707725912
1983-08-03,8112.706693275371
1983-08-04,7994.538588146805
1983-08-05,8780.783864587062
1983-08-06,8924.042913160618
1983-08-07,8701.982336888526
1983-08-08,8439.391723660841
1983-08-09,8631.617929024515
1983-08-10,8605.379379127144
1983-08-11,8571.202362167596
1983-08-12,8601.714261981384
1983-08-13,8332.200253372137
1983-08-14,8792.519516288847
1983-08-15,8214.042343565718
1983-08-16,8721.049728642829
1983-08-17,8299.73776360116
1983-08-18,8677.103907749628
1983-08-19,8587.3653796348
1983-08-20,8531.553311215936
1983-08-21,8600.207361396037
1983-08-22,8214.534429738087
1983-08-23,8428.408873028187
1983-08-24,8512.30549898092
1983-08-25,8933.125824990178
1983-08-26,8234.898298762031
1983-08-27,8953.675984346975
1983-08-28,8845.336237790572
1983-08-29,8639.168416483026
1983-08-30,8396.018364208718
1983-08-31,8371.874435451356
1983-09-01,8429.193449644823
1983-09-02,8283.72419234132
1983-09-03,8823.185644777996
1983-09-04,8212.888021902967
1983-09-05,8637.767551217303
1983-09-06,8564.155538918803
1983-09-07,9377.010250822152
1983-09-08,9328.359787487861
1983-09-09,9339.921347268266
1983-09-10,9048.279080931643
1983-09-11,9136.095678088897
1983-09-12,8787.984751244512
1983-09-13,9390.91310312505
1983-09-14,9277.422249483858
1983-09-15,8524.158219582803
1983-09-16,8957.44742387533
1983-09-17,9076.284153618164
1983-09-18,8554.419361824252
1983-09-19,9351.909717771374
1983-09-20,8581.608635534994
1983-09-21,8580.455269376042
1983-09-22,9247.866956151833
1983-09-23,8764.172243307552
1983-09-24,8777.489455095403
1983-09-25,9381.0973253882
1983-09-26,9368.937296674052
1983-09-27,9089.170711869689
1983-09-28,9106.500707897769
1983-09-29,9251.097450502442
1983-09-30,8990.2473204073
1983-10-01,8694.968374874972
1983-10-02,9294.262966317949
1983-10-03,9201.470216522086
1983-10-04,9292.137251997092
1983-10-05,7892.820497754448
1983-10-06,7935.989248740957
1983-10-07,7668.3490699690055
1983-10-08,7745.451438709347
1983-10-09,8511.48480064179
1983-10-10,8496.606618659576
1983-10-11,8482.833447030549
1983-10-12,8241.031311446686
1983-10-13,8093.905318241539
1983-10-14,8505.137713217464
1983-10-15,8072.613818844534
1983-10-16,7902.467126990638
1983-10-17,8127.919680851058
1983-10-18,7697.488935398817
1983-10-19,8511.242403161312
1983-10-20,7925.62618693457
1983-10-21,7838.9536891496855
1983-10-22,8120.463754131973
1983-10-23,7895.450717255837
1983-10-24,8217.107917829973
1983-10-25,8379.206679495363
1983-10-26,8063.053133470842
1983-10-27,8511.508479223885
1983-10-28,8311.764187800984
1983-10-29,8538.477137329628
1983-10-30,8457.450555602325
1983-10-31,7935.527491740343
1983-11-01,8117.907955770196
1983-11-02,8355.034367844022
1983-11-03,7812.43494154771
1983-11-04,7952.620958786187
1983-11-05,7501.166394037263
1983-11-06,7273.647319138817
1983-11-07,7840.065933558559
1983-11-08,7546.634221503226
1983-11-09,7896.534512663543
1983-11-10,7699.610773652704
1983-11-11,7746.669690961364
1983-11-12,7705.103809838034
1983-11-13,7751.978898269529
1983-11-14,7689.607548166864
1983-11-15,7389.819245262721
1983-11-16,7233.253971262397
1983-11-17,7738.725019294695
1983-11-18,7594.637971152339
1983-11-19,7196.306322013338
1983-11-20,7607.384025195468
1983-11-21,7556.922467723583
1983-11-22,7487.631607538046
1983-11-23,7617.098535577188
1983-11-24,7923.2417319034
1983-11-25,7929.893208585018
1983-11-26,7792.438652052914
1983-11-27,7919.936054372217
1983-11-28,7431.847707913281
1983-11-29,7647.6681108232415
1983-11-30,7564.910738130756
1983-12-01,7244.066044151026
1983-12-02,7775.296530240803
1983-12-03,7281.659217318129
1983-12-04,7563.1917662878
1983-12-05,7278.681729957503
1983-12-06,6657.872243961792
1983-12-07,6779.83005855308
1983-12-08,6898.383918102454
1983-12-09,6543.940076052639
1983-12-10,6568.667890658674
1983-12-11,6944.207356257307
1983-12-12,7018.798859831673
1983-12-13,6588.939643292271
1983-12-14,6580.92216209845
1983-12-15,6576.203807428686
1983-12-16,6409.14794289064
1983-12-17,6884.067561102993
1983-12-18,6899.494622727062
1983-12-19,6206.690569377599
1983-12-20,6864.599234339865
1983-12-21,6740.067467546681
1983-12-22,6772.450855856446
1983-12-23,6810.722226144974
1983-12-24,6519.490760039775
1983-12-25,6932.339774370525
1983-12-26,6815.826018096849
1983-12-27,6624.959408003454
1983-12-28,6479.103850412063
1983-12-29,6400.033116353673
1983-12-30,6911.981932060585
1983-12-31,7019.441492525862
1984-01-01,6930.7753592860645
1984-01-02,6232.398278284143
1984-01-03,6955.814017850326
1984-01-04,6837.540038174586
1984-01-05,7180.417642610055
1984-01-06,7114.1674207787955
1984-01-07,7404.838742196266
1984-01-08,7130.799871074037
1984-01-09,7172.744770419341
1984-01-10,7260.230568640367
1984-01-11,7318.969972621024
1984-01-12,7683.169280638661
1984-01-13,7057.962672926229
1984-01-14,7359.007780385093
1984-01-15,7789.551962792552
1984-01-16,7398.443324468473
1984-01-17,7538.799705063622
1984-01-18,7198.008578147748
1984-01-19,7137.9153774562465
1984-01-20,7230.58626038967
1984-01-21,7871.587137853251
1984-01-22,7592.657856910915
1984-01-23,7661.596703123849
1984-01-24,7359.76025595175
1984-01-25,7370.875368891199
1984-01-26,7457.16846635413
1984-01-27,7595.091249048827
1984-01-28,7939.630003028018
1984-01-29,7511.796610529803
1984-01-30,7739.428662368147
1984-01-31,7643.63524498944
1984-02-01,7585.620850498264
1984-02-02,7238.17839633448
1984-02-03,7937.339014341323
1984-02-04,7836.576281122854
1984-02-05,6852.565668840229
1984-02-06,6415.869589917603
1984-02-07,6453.928044269444
1984-02-08,7143.628881714067
1984-02-09,6983.82569323487
1984-02-10,6636.762042096989
1984-02-11,7088.273706133999
1984-02-12,7292.719600054947
1984-02-13,7163.184255041625
1984-02-14,7165.819886400341
1984-02-15,6552.324421622073
1984-02-16,6436.304689455733
1984-02-17,6704.452915328707
1984-02-18,6897.391005938139
1984-02-19,7079.006458241368
1984-02-20,7099.669532248409
1984-02-21,6784.078156004053
1984-02-22,7093.518055727035
1984-02-23,6926.796874797385
1984-02-24,7176.232140590033
1984-02-25,6541.819312816228
1984-02-26,7068.914696840381
1984-02-27,6753.331286882813
1984-02-28,7110.979615192917
1984-02-29,6615.438900238961
1984-03-01,6550.908275531133
1984-03-02,6627.299796663646
1984-03-03,6925.673222095417
1984-03-04,6826.1655626492275
1984-03-05,6653.792690887615
1984-03-06,7358.917508105969
1984-03-07,7283.0580331913125
1984-03-08,8091.280179298587
1984-03-09,7494.603947807694
1984-03-10,7574.685387381877
1984-03-11,7450.960505790743
1984-03-12,7583.087124432826
1984-03-13,7605.694200127181
1984-03-14,7516.270565328597
1984-03-15,7782.482770693484
1984-03-16,7640.2689187719325
1984-03-17,7850.406061788762
1984-03-18,7684.340203080374
1984-03-19,7583.7883958277125
1984-03-20,7818.383280542474
1984-03-21,7900.91243322835
1984-03-22,7487.814362258731
1984-03-23,7570.189694825604
1984-03-24,7874.239960222359
1984-03-25,8118.517467625987
1984-03-26,7281.485231294043
1984-03-27,7741.074358983303
1984-03-28,7301.00441612674
1984-03-29,8131.349284769974
1984-03-30,7786.408844491562
1984-03-31,8013.225859017381
1984-04-01,7547.463761342781
1984-04-02,7606.574600638952
1984-04-03,7569.243029775794
1984-04-04,7308.135199320576
1984-04-05,7929.102917539558
1984-04-06,8276.815218574247
1984-04-07,8147.858169888183
1984-04-08,7971.23795801547
1984-04-09,8048.494242841971
1984-04-10,7925.702192559737
1984-04-11,7942.196864675107
1984-04-12,8343.440124721683
1984-04-13,8375.515686690022
1984-04-14,7507.963996874008
1984-04-15,8091.300490372206
1984-04-16,8352.635575771792
1984-04-17,8283.510440475127
1984-04-18,8271.61383141699
1984-04-19,7798.711243690265
1984-04-20,8282.640342171422
1984-04-21,7773.310318843812
1984-04-22,8157.493365718395
1984-04-23,8044.570223485399
1984-04-24,8314.0428346219
1984-04-25,7707.880471367759
1984-04-26,8378.869716982543
1984-04-27,8366.917961580451
1984-04-28,7554.645837465172
1984-04-29,8133.605520375607
1984-04-30,8381.674426246374
1984-05-01,8380.033672844727
1984-05-02,7532.722534869344
1984-05-03,7829.566429790859
1984-05-04,8060.021685725895
1984-05-05,7729.104944976338
1984-05-06,7527.621989730288
1984-05-07,5313.325353810999
1984-05-08,5665.544096203927
1984-05-09,5597.3932014316415
1984-05-10,5889.346357468031
1984-05-11,5572.600345279459
1984-05-12,5258.449161236251
1984-05-13,5205.973135350634
1984-05-14,5100.988697095562
1984-05-15,5457.832279781329
1984-05-16,5628.819651356005
1984-05-17,5547.592042436062
1984-05-18,5137.142686466596
1984-05-19,5783.604946585124
1984-05-20,5301.02884282257
1984-05-21,5104.740080336181
1984-05-22,5336.728213774735
1984-05-23,5610.488770981866
1984-05-24,5827.399234944337
1984-05-25,5624.630382859708
1984-05-26,5329.8136021989785
1984-05-27,5062.497238959565
1984-05-28,5419.376206491198
1984-05-29,5771.7445960236055
1984-05-30,5016.171158391945
1984-05-31,5302.046665306794
1984-06-01,5404.046945454493
1984-06-02,5813.563976999832
1984-06-03,5825.4581715256645
1984-06-04,4375.480930473636
1984-06-05,4708.124279095773
1984-06-06,4436.562703653361
1984-06-07,4701.047228105519
1984-06-08,4495.348895518839
1984-06-09,4640.81732805915
1984-06-10,4066.7201249616546
1984-06-11,4407.537349070961
1984-06-12,4750.383427882945
1984-06-13,4287.734988651773
1984-06-14,4335.842958479246
1984-06-15,4102.310194476522
1984-06-16,4926.952618808977
1984-06-17,4168.882389971146
1984-06-18,4229.406253277209
1984-06-19,4537.4854025008735
1984-06-20,4125.432477845087
1984-06-21,4278.703063936103
1984-06-22,4431.177138532529
1984-06-23,4335.285769821382
1984-06-24,4099.138610901558
1984-06-25,4394.247407359731
1984-06-26,4369.905785794531
1984-06-27,4625.504293891867
1984-06-28,4665.326140221127
1984-06-29,4398.629428637099
1984-06-30,4241.372959762871
1984-07-01,4536.878388354386
1984-07-02,4452.3417181660225
1984-07-03,4226.246843960165
1984-07-04,5889.868982611548
1984-07-05,6913.298475478006
1984-07-06,6841.720174434814
1984-07-07,7554.223327641981
1984-07-08,7698.834216326145
1984-07-09,7631.594220049773
1984-07-10,7437.924392458084
1984-07-11,6927.215270908669
1984-07-12,7118.069538447923
1984-07-13,7692.124917391024
1984-07-14,7671.797432507407
1984-07-15,7397.136198460209
1984-07-16,7197.159201758907
1984-07-17,7047.658674856915
1984-07-18,7680.227264545109
1984-07-19,6845.696356658791
1984-07-20,7565.5128090008775
1984-07-21,7337.205724044803
1984-07-22,7708.660099362026
1984-07-23,7413.604238410287
1984-07-24,7427.13640861189
1984-07-25,7406.895287601579
1984-07-26,6969.536089994469
1984-07-27,7305.40167319433
1984-07-28,7553.808488975019
1984-07-29,6947.95677542451
1984-07-30,7729.860105812652
1984-07-31,7410.338889330169
1984-08-01,7614.713425395262
1984-08-02,7305.675314956112
1984-08-03,8656.854194785168
1984-08-04,8558.480155262641
1984-08-05,8870.350445790495
1984-08-06,8910.182520472326
1984-08-07,8259.91315253881
1984-08-08,8108.999854783717
1984-08-09,8922.042690330514
1984-08-10,8309.715029667184
1984-08-11,8789.013758648183
1984-08-12,8820.260789755032
1984-08-13,8658.979206158434
1984-08-14,8107.277433490315
1984-08-15,8287.371845595815
1984-08-16,8276.432218531476
1984-08-17,8848.026349597327
1984-08-18,8117.05852058311
1984-08-19,8813.91643837055
1984-08-20,8273.436920257844
1984-08-21,8939.396011439934
1984-08-22,8589.098406838508
1984-08-23,8150.476650871782
1984-08-24,8210.660778420966
1984-08-25,8847.77965254568
1984-08-26,8354.926876806965
1984-08-27,8615.682494650044
1984-08-28,8080.164081306438
1984-08-29,8912.3162246339
1984-08-30,8765.835391762432
1984-08-31,8815.16069827765
1984-09-01,8861.695947839187
1984-09-02,8311.229320358345
1984-09-03,8107.518138545684
1984-09-04,8979.494603101743
1984-09-05,9029.162559091343
1984-09-06,8372.191183161178
1984-09-07,8727.688995358081
1984-09-08,8302.331075036618
1984-09-09,8833.087218044306
1984-09-10,8747.637572204962
1984-09-11,8314.839628938
1984-09-12,8833.574795843379
1984-09-13,8504.690580441384
1984-09-14,8253.557488153836
1984-09-15,8988.11274321785
1984-09-16,8510.182485024618
1984-09-17,8381.799965393893
1984-09-18,8815.789305379554
1984-09-19,8650.045104009465
1984-09-20,8487.237040761647
1984-09-21,9033.74655994344
1984-09-22,8486.91009874486
1984-09-23,8503.9001674858
1984-09-24,8264.93697952854
1984-09-25,8648.104330344231
1984-09-26,8553.22726348027
1984-09-27,8181.579743598409
1984-09-28,8188.303479982061
1984-09-29,8730.651177514956
1984-09-30,8242.388657597914
1984-10-01,8410.470963239046
1984-10-02,8499.416237901367
1984-10-03,8637.443304177894
1984-10-04,11050.466351142624
1984-10-05,10691.843989078912
1984-10-06,10623.504878624553
1984-10-07,10993.68086587538
1984-10-08,10554.610822852475
1984-10-09,11256.322368029174
1984-10-10,10731.909146977741
1984-10-11,10692.826361649079
1984-10-12,10890.470406826586
1984-10-13,10741.481720779075
1984-10-14,11268.390578088363
1984-10-15,11041.730121305414
1984-10-16,10705.001717603067
1984-10-17,10922.147393477633
1984-10-18,10955.298024170448
1984-10-19,10763.469045929178
1984-10-20,10722.101948416563
